physician.generalSurgery.pancreaticDisease,pancreaticDisease,Pancreatic Disease,7d5832da-e778-4fec-99b0-a187cd8d4a84,12,FALSE
physician.generalSurgery.pediatricGeneralSurgery,pediatricGeneralSurgery,Pediatric General Surgery,70a007f8-8779-4c56-a036-554d440bf1a5,13,FALSE
physician.generalSurgery.surgicalCriticalCare,surgicalCriticalCare,Surgical Critical Care,d9b5c596-e006-40fd-9456-b288883ae8fd,9,FALSE
physician.generalSurgery.surgicalOncologyOtherThanBreast,surgicalOncologyOtherThanBreast,Surgical Oncology (Other than Breast),01d3eb6c-1211-47ba-af90-184a5b396744,14,FALSE
physician.generalSurgery.transplantation,transplantation,Transplantation,1f6295c0-e141-447d-ab04-3432fd629139,15,FALSE
physician.generalSurgery.traumaSurgery,traumaSurgery,Trauma Surgery,c7993a88-b658-4fe5-8d2b-1ebc035470f0,16,FALSE
physician.generalSurgery.vascularSurgery,vascularSurgery,Vascular Surgery,b3ad3268-64e6-4128-8f32-e56e756c6fd9,17,FALSE
physician.geriatrics,geriatrics,Geriatrics,f4d01c4a-78e4-4496-abc1-aedc6c495203,13,FALSE
physician.geriatrics.clinicalPharmacologyGeriatrics,clinicalPharmacologyGeriatrics,Clinical Pharmacology - Geriatrics,b20800ca-38fd-4c24-beb3-d3462b862cf5,1,FALSE
physician.geriatrics.dementia,dementia,Dementia,994b4fc3-6f32-4c3a-937f-67ea3331863a,2,FALSE
physician.geriatrics.generalGeriatrics,generalGeriatrics,General Geriatrics,44e5b1ad-c8ea-426b-a153-0522987e410a,0,FALSE
physician.geriatrics.hospiceAndPalliativeMedicine,hospiceAndPalliativeMedicine,Hospice & Palliative Medicine,5b5be1ec-1d5a-49d2-8c44-ca888890d13f,3,FALSE
physician.hematology,hematology,Hematology,19de9fdc-78df-4def-95cc-6429aa7aaa44,14,FALSE
physician.hematology.anemiasandHemoglobinopathies,anemiasandHemoglobinopathies,Anemias and Hemoglobinopathies,8ffe270a-57d7-4a05-9b9b-52fcd9da0239,6,FALSE
physician.hematology.bleedingDisorders,bleedingDisorders,Bleeding Disorders,a7bad768-afad-4907-b796-e925ed1e7b89,5,FALSE
physician.hematology.bloodBankingTransfusionMedicine,bloodBankingTransfusionMedicine,Blood Banking & Transfusion Medicine,e39d36e0-2c22-4ca7-9ce8-69f2ee43f278,1,FALSE
physician.hematology.clinicalPharmacologyHematology,clinicalPharmacologyHematology,Clinical Pharmacology - Hematology,8b525e87-2650-4835-b0a9-8392551bf820,2,FALSE
physician.hematology.generalHematology,generalHematology,General Hematology,14ed5387-a4e3-4715-9e4b-05a7856b9f69,0,FALSE
physician.hematology.hematologicOncology,hematologicOncology,Hematologic Oncology,004db954-a04f-4e37-ae9e-a8163e7b3141,4,FALSE
physician.hematology.thrombosis,thrombosis,Thrombosis,eff2668e-35bc-40d5-a117-95307c186317,3,FALSE
physician.hospitalist,hospitalist,Hospitalist,77364f2e-e366-46ea-adf6-16256721f72d,15,FALSE
physician.hospitalist.hospitalMedicine,hospitalMedicine,Hospital Medicine,ee4c7ec8-9370-476a-9648-2e2111ddbd4e,0,FALSE
physician.infectiousDisease,infectiousDisease,Infectious Disease,a959ad30-43bb-42e5-99dc-bd3bef4fc875,16,FALSE
physician.infectiousDisease.clinicalPharmacologyInfectiousDisease,clinicalPharmacologyInfectiousDisease,Clinical Pharmacology - Infectious Disease,8c8f6361-c68e-43e1-9eb3-2b78cd1f23c7,1,FALSE
physician.infectiousDisease.generalInfectiousDisease,generalInfectiousDisease,General Infectious Disease,915307ef-2a06-4ff3-9b38-1586603c4738,0,FALSE
physician.infectiousDisease.hIVAIDSMedicine,hIVAIDSMedicine,HIV/AIDS Medicine,af13b6d4-e3e5-4c0b-9a89-1b2b622a0f3e,2,FALSE
physician.infectiousDisease.healthcareAssociatedInfections,healthcareAssociatedInfections,Healthcare Associated Infections,0ecf41e3-db07-4a6b-8781-866efc17304d,3,FALSE
physician.infectiousDisease.internationalHealthTravelTropical,internationalHealthTravelTropical,"International Health, Travel & Tropical",b80bca70-030a-4eb0-805e-429973cc0c72,4,FALSE
physician.infectiousDisease.microbiology,microbiology,Microbiology,384dadd1-970c-4a24-a507-33062bafddfd,5,FALSE
physician.infectiousDisease.mycobacterialDisease,mycobacterialDisease,Mycobacterial Disease,6b52c416-f07b-4210-bb59-7fadc01a5d73,6,FALSE
physician.infectiousDisease.sTDMedicine,sTDMedicine,STD Medicine,7faf7ac4-121f-4928-bf44-47012f4b36d2,7,FALSE
